pruid,prname,prnameFR,date,numconf,numdeaths,numtested,numrecover,numtoday,numdeathstoday,numtestedtoday,numrecoveredtoday,percentactive
62,Nunavut,Nunavut,29-03-2020,0,0,125,,0,0,0,,
99,Repatriated travellers,Voyageurs rapatriés,29-03-2020,13,0,76,,0,0,0,,100
1,Canada,Canada,29-03-2020,6255,61,210435,522,833,2,22987,20,90.68
59,British Columbia,Colombie-Britannique,30-03-2020,960,19,34969,469,76,2,1493,73,49.17
48,Alberta,Alberta,30-03-2020,690,8,46057,94,69,6,1960,21,85.22
47,Saskatchewan,Saskatchewan,30-03-2020,175,2,9372,14,41,2,550,10,90.86
46,Manitoba,Manitoba,30-03-2020,83,1,8326,2,24,0,450,1,96.88
35,Ontario,Ontario,30-03-2020,1706,33,54112,431,351,14,2110,423,72.8
24,Quebec,Québec,30-03-2020,3430,25,59715,29,590,3,7511,0,98.43
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-03-2020,148,1,2332,7,13,1,225,3,94.59
13,New Brunswick,Nouveau-Brunswick,30-03-2020,68,0,3267,2,2,0,420,0,97.06
12,Nova Scotia,Nouvelle-Écosse,30-03-2020,127,0,5492,10,5,0,508,6,92.13
11,Prince Edward Island,Île-du-Prince-Édouard,30-03-2020,18,0,477,1,7,0,0,0,94.44
60,Yukon,Yukon,30-03-2020,5,0,688,,1,0,10,,100
61,Northwest Territories,Territoires du Nord-Ouest,30-03-2020,1,0,740,,0,0,0,,100
62,Nunavut,Nunavut,30-03-2020,0,0,158,,0,0,33,,
99,Repatriated travellers,Voyageurs rapatriés,30-03-2020,13,0,76,9,0,0,0,9,30.77
1,Canada,Canada,30-03-2020,7424,89,225705,1068,1179,28,15270,546,84.44
59,British Columbia,Colombie-Britannique,31-03-2020,970,19,36024,507,10,0,1055,38,45.77
48,Alberta,Alberta,31-03-2020,754,9,48692,120,64,1,2635,26,82.89
47,Saskatchewan,Saskatchewan,31-03-2020,184,2,9372,21,9,0,0,7,87.5
46,Manitoba,Manitoba,31-03-2020,91,1,8629,4,7,0,303,2,95.15
35,Ontario,Ontario,31-03-2020,1966,33,55909,534,260,0,1797,103,71.16
24,Quebec,Québec,31-03-2020,4162,31,67540,29,732,6,7825,0,98.56
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,31-03-2020,152,1,2500,7,4,0,168,0,94.74
13,New Brunswick,Nouveau-Brunswick,31-03-2020,70,0,3630,9,2,0,363,7,87.14
12,Nova Scotia,Nouvelle-Écosse,31-03-2020,147,0,6614,10,20,0,1122,0,93.2
11,Prince Edward Island,Île-du-Prince-Édouard,31-03-2020,21,0,551,1,3,0,74,0,95.24
60,Yukon,Yukon,31-03-2020,5,0,702,,0,0,14,,100
61,Northwest Territories,Territoires du Nord-Ouest,31-03-2020,1,0,808,,0,0,68,,100
62,Nunavut,Nunavut,31-03-2020,0,0,167,,0,0,9,,
99,Repatriated travellers,Voyageurs rapatriés,31-03-2020,13,0,76,12,0,0,0,3,7.69
1,Canada,Canada,31-03-2020,8536,96,241138,1254,1111,7,15433,186,84.21
59,British Columbia,Colombie-Britannique,01-04-2020,1066,25,36364,606,96,6,340,99,40.81
48,Alberta,Alberta,01-04-2020,754,9,53141,142,0,0,4449,22,79.97
47,Saskatchewan,Saskatchewan,01-04-2020,193,3,10202,30,9,1,830,9,82.9
46,Manitoba,Manitoba,01-04-2020,109,1,9811,4,24,0,1182,0,96.06
35,Ontario,Ontario,01-04-2020,2392,37,61009,689,426,4,5100,155,69.65
24,Quebec,Québec,01-04-2020,4611,33,69711,29,449,2,2171,0,98.66
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-04-2020,175,1,2762,10,23,0,262,3,93.71
13,New Brunswick,Nouveau-Brunswick,01-04-2020,81,0,4121,14,11,0,491,5,82.72
12,Nova Scotia,Nouvelle-Écosse,01-04-2020,173,0,7405,11,26,0,791,1,93.64
11,Prince Edward Island,Île-du-Prince-Édouard,01-04-2020,21,0,551,3,0,0,0,2,85.71
60,Yukon,Yukon,01-04-2020,5,0,722,3,0,0,20,3,40
61,Northwest Territories,Territoires du Nord-Ouest,01-04-2020,2,0,951,,1,0,143,,100
62,Nunavut,Nunavut,01-04-2020,0,0,183,,0,0,16,,
99,Repatriated travellers,Voyageurs rapatriés,01-04-2020,13,0,76,12,0,0,0,0,7.69
1,Canada,Canada,01-04-2020,9595,109,256933,1553,1065,13,15795,299,82.71
59,British Columbia,Colombie-Britannique,02-04-2020,1121,31,36966,641,55,6,602,35,40.05
48,Alberta,Alberta,02-04-2020,968,13,57096,174,214,4,3955,32,80.68
47,Saskatchewan,Saskatchewan,02-04-2020,206,3,11034,36,13,0,832,6,81.07
46,Manitoba,Manitoba,02-04-2020,152,1,11098,11,40,0,1287,7,92.81
35,Ontario,Ontario,02-04-2020,2793,53,64785,831,401,16,3776,142,68.35
24,Quebec,Québec,02-04-2020,5518,36,74542,224,907,3,4831,195,95.29
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-04-2020,183,1,2904,10,8,0,142,0,93.99
13,New Brunswick,Nouveau-Brunswick,02-04-2020,91,0,4625,22,10,0,504,8,75.82
12,Nova Scotia,Nouvelle-Écosse,02-04-2020,193,0,8059,16,20,0,654,5,91.71
11,Prince Edward Island,Île-du-Prince-Édouard,02-04-2020,22,0,653,3,1,0,102,0,86.36
60,Yukon,Yukon,02-04-2020,6,0,742,3,1,0,20,0,50
61,Northwest Territories,Territoires du Nord-Ouest,02-04-2020,2,0,969,,0,0,18,,100
62,Nunavut,Nunavut,02-04-2020,0,0,193,,0,0,10,,
99,Repatriated travellers,Voyageurs rapatriés,02-04-2020,13,0,76,12,0,0,0,0,7.69
1,Canada,Canada,02-04-2020,11268,138,273666,1983,1670,29,16733,430,81.2
59,British Columbia,Colombie-Britannique,03-04-2020,1174,35,39926,641,53,4,2960,0,42.42
48,Alberta,Alberta,03-04-2020,1075,18,60508,,107,5,3412,,98.33
47,Saskatchewan,Saskatchewan,03-04-2020,220,3,11720,,14,0,686,,98.64
46,Manitoba,Manitoba,03-04-2020,164,2,11650,,15,1,552,,98.9
35,Ontario,Ontario,03-04-2020,3255,67,67998,,462,14,3213,,97.94
24,Quebec,Québec,03-04-2020,6101,61,83570,,583,25,9028,,99
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-04-2020,183,1,3136,,0,0,232,,99.45
13,New Brunswick,Nouveau-Brunswick,03-04-2020,95,0,5036,,4,0,411,,100
12,Nova Scotia,Nouvelle-Écosse,03-04-2020,207,0,8799,,14,0,740,,100
11,Prince Edward Island,Île-du-Prince-Édouard,03-04-2020,22,0,653,,0,0,0,,100
60,Yukon,Yukon,03-04-2020,6,0,753,,0,0,11,,100
61,Northwest Territories,Territoires du Nord-Ouest,03-04-2020,4,0,1109,,2,0,140,,100
62,Nunavut,Nunavut,03-04-2020,0,0,207,,0,0,14,,
99,Repatriated travellers,Voyageurs rapatriés,03-04-2020,13,0,76,,0,0,0,,100
1,Canada,Canada,03-04-2020,12519,187,295065,,1254,49,21399,,98.51
59,British Columbia,Colombie-Britannique,04-04-2020,1203,38,40771,705,29,3,845,64,38.24
48,Alberta,Alberta,04-04-2020,1075,18,62520,,0,0,2012,,98.33
47,Saskatchewan,Saskatchewan,04-04-2020,231,3,12244,,11,0,524,,98.7
46,Manitoba,Manitoba,04-04-2020,172,2,12191,,12,0,541,,98.97
35,Ontario,Ontario,04-04-2020,3630,94,72674,,375,27,4676,,97.41
24,Quebec,Québec,04-04-2020,6997,75,90227,,896,14,6657,,98.93
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-04-2020,195,1,3345,,12,0,209,,99.49
13,New Brunswick,Nouveau-Brunswick,04-04-2020,98,0,5297,,3,0,261,,100
12,Nova Scotia,Nouvelle-Écosse,04-04-2020,236,0,9722,,29,0,923,,100
11,Prince Edward Island,Île-du-Prince-Édouard,04-04-2020,22,0,839,,0,0,186,,100
60,Yukon,Yukon,04-04-2020,6,0,765,,0,0,12,,100
61,Northwest Territories,Territoires du Nord-Ouest,04-04-2020,4,0,1169,,0,0,60,,100
62,Nunavut,Nunavut,04-04-2020,0,0,207,,0,0,0,,
99,Repatriated travellers,Voyageurs rapatriés,04-04-2020,13,0,76,,0,0,0,,100
1,Canada,Canada,04-04-2020,13882,231,311971,,1367,44,16906,,98.34
59,British Columbia,Colombie-Britannique,05-04-2020,1203,38,41556,704,0,0,785,-1,38.32
48,Alberta,Alberta,05-04-2020,1250,23,63315,240,175,5,795,240,78.96
47,Saskatchewan,Saskatchewan,05-04-2020,249,3,13055,55,18,0,811,55,76.71
46,Manitoba,Manitoba,05-04-2020,187,2,12771,17,9,0,580,17,90.64
35,Ontario,Ontario,05-04-2020,4038,119,76027,1219,408,25,3353,1219,66.86
24,Quebec,Québec,05-04-2020,7944,94,95955,0,947,19,5728,0,98.82
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-04-2020,217,1,3556,11,22,0,211,11,94.47
13,New Brunswick,Nouveau-Brunswick,05-04-2020,101,0,5421,28,3,0,124,28,72.28
12,Nova Scotia,Nouvelle-Écosse,05-04-2020,262,0,10084,50,26,0,362,50,80.92
11,Prince Edward Island,Île-du-Prince-Édouard,05-04-2020,22,0,839,6,0,0,0,6,72.73
60,Yukon,Yukon,05-04-2020,6,0,770,4,0,0,5,4,33.33
61,Northwest Territories,Territoires du Nord-Ouest,05-04-2020,4,0,1215,1,0,0,46,1,75
62,Nunavut,Nunavut,05-04-2020,0,0,227,0,0,0,20,0,
99,Repatriated travellers,Voyageurs rapatriés,05-04-2020,13,0,76,12,0,0,0,12,7.69
1,Canada,Canada,05-04-2020,15496,280,324791,2335,1608,49,12820,2335,83.14
59,British Columbia,Colombie-Britannique,06-04-2020,1266,39,42665,783,63,1,1109,79,35.07
48,Alberta,Alberta,06-04-2020,1348,24,64183,361,98,1,868,121,71.44
47,Saskatchewan,Saskatchewan,06-04-2020,253,3,13680,81,4,0,625,26,66.8
46,Manitoba,Manitoba,06-04-2020,190,2,13788,17,1,0,1017,0,90.69
35,Ontario,Ontario,06-04-2020,4347,132,79125,1624,309,13,3098,405,59.6
24,Quebec,Québec,06-04-2020,8580,121,100113,611,636,27,4158,611,91.47
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,06-04-2020,226,2,3776,32,9,1,220,21,84.96
13,New Brunswick,Nouveau-Brunswick,06-04-2020,103,0,5678,30,2,0,257,2,70.87
12,Nova Scotia,Nouvelle-Écosse,06-04-2020,293,0,10738,64,31,0,654,14,78.16
11,Prince Edward Island,Île-du-Prince-Édouard,06-04-2020,22,0,839,8,0,0,0,2,63.64
60,Yukon,Yukon,06-04-2020,7,0,775,4,1,0,5,0,42.86
61,Northwest Territories,Territoires du Nord-Ouest,06-04-2020,5,0,1217,1,1,0,2,0,80
62,Nunavut,Nunavut,06-04-2020,0,0,229,0,0,0,2,0,
99,Repatriated travellers,Voyageurs rapatriés,06-04-2020,13,0,76,12,0,0,0,0,7.69
1,Canada,Canada,06-04-2020,16653,323,336806,3616,1155,43,12015,1281,76.37
59,British Columbia,Colombie-Britannique,07-04-2020,1291,43,43257,783,25,4,592,0,36.02
48,Alberta,Alberta,07-04-2020,1373,26,65265,,25,2,1082,,98.11
47,Saskatchewan,Saskatchewan,07-04-2020,260,3,14203,,7,0,523,,98.85
46,Manitoba,Manitoba,07-04-2020,203,3,13990,,13,1,202,,98.62
35,Ontario,Ontario,07-04-2020,4726,153,82055,,379,21,2930,,96.76
24,Quebec,Québec,07-04-2020,9340,150,104526,,760,29,4413,,98.39
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,07-04-2020,228,2,3958,,2,0,182,,99.12
13,New Brunswick,Nouveau-Brunswick,07-04-2020,105,0,6102,,2,0,424,,100
12,Nova Scotia,Nouvelle-Écosse,07-04-2020,310,0,11559,,17,0,821,,100
11,Prince Edward Island,Île-du-Prince-Édouard,07-04-2020,22,0,939,,0,0,100,,100
60,Yukon,Yukon,07-04-2020,7,0,787,,0,0,12,,100
61,Northwest Territories,Territoires du Nord-Ouest,07-04-2020,5,0,1230,,0,0,13,,100
62,Nunavut,Nunavut,07-04-2020,0,0,234,,0,0,5,,
99,Repatriated travellers,Voyageurs rapatriés,07-04-2020,13,0,76,,0,0,0,,100
1,Canada,Canada,07-04-2020,17883,380,348105,,1230,57,11299,,97.88
59,British Columbia,Colombie-Britannique,08-04-2020,1336,48,44269,838,45,5,1012,55,33.68
48,Alberta,Alberta,08-04-2020,1423,29,66783,,50,3,1518,,97.96
47,Saskatchewan,Saskatchewan,08-04-2020,271,3,15059,,11,0,856,,98.89
46,Manitoba,Manitoba,08-04-2020,206,3,14569,,4,0,579,,98.64
35,Ontario,Ontario,08-04-2020,5276,174,85703,,550,21,3648,,96.7
24,Quebec,Québec,08-04-2020,10031,175,109270,,691,25,4744,,98.26
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,08-04-2020,232,2,4135,,4,0,177,,99.14
13,New Brunswick,Nouveau-Brunswick,08-04-2020,108,0,6477,,3,0,375,,100
12,Nova Scotia,Nouvelle-Écosse,08-04-2020,342,1,12072,,32,1,513,,99.71
11,Prince Edward Island,Île-du-Prince-Édouard,08-04-2020,24,0,1347,,2,0,408,,100
60,Yukon,Yukon,08-04-2020,7,0,794,,0,0,7,,100
61,Northwest Territories,Territoires du Nord-Ouest,08-04-2020,5,0,1251,,0,0,21,,100
62,Nunavut,Nunavut,08-04-2020,0,0,240,,0,0,6,,
99,Repatriated travellers,Voyageurs rapatriés,08-04-2020,13,0,76,,0,0,0,,100
1,Canada,Canada,08-04-2020,19274,435,361969,,1392,55,13864,,97.74
59,British Columbia,Colombie-Britannique,09-04-2020,1370,50,45156,858,34,2,887,20,33.72
48,Alberta,Alberta,09-04-2020,1451,32,68116,,28,3,1333,,97.79
47,Saskatchewan,Saskatchewan,09-04-2020,278,3,16059,,7,0,1000,,98.92
46,Manitoba,Manitoba,09-04-2020,207,3,14569,,3,0,0,,98.66
35,Ontario,Ontario,09-04-2020,5759,200,89906,,483,26,4203,,96.53
24,Quebec,Québec,09-04-2020,10912,216,113365,,881,41,4095,,98.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,09-04-2020,236,3,4384,,4,1,249,,98.73
13,New Brunswick,Nouveau-Brunswick,09-04-2020,111,0,6949,,3,0,472,,100
12,Nova Scotia,Nouvelle-Écosse,09-04-2020,373,2,13045,,31,1,973,,99.46
11,Prince Edward Island,Île-du-Prince-Édouard,09-04-2020,25,0,1435,,1,0,88,,100
60,Yukon,Yukon,09-04-2020,8,0,806,,1,0,12,,100
61,Northwest Territories,Territoires du Nord-Ouest,09-04-2020,5,0,1265,,0,0,14,,100
62,Nunavut,Nunavut,09-04-2020,0,0,247,,0,0,7,,
99,Repatriated travellers,Voyageurs rapatriés,09-04-2020,13,0,76,,0,0,0,,100
1,Canada,Canada,09-04-2020,20748,509,375302,,1476,74,13333,,97.55
59,British Columbia,Colombie-Britannique,10-04-2020,1410,55,46236,879,40,5,1080,21,33.76
48,Alberta,Alberta,10-04-2020,1500,39,70080,,49,7,1964,,97.4
47,Saskatchewan,Saskatchewan,10-04-2020,285,3,16952,,7,0,893,,98.95
46,Manitoba,Manitoba,10-04-2020,215,4,16075,,6,1,1506,,98.26
35,Ontario,Ontario,10-04-2020,6237,222,94271,,478,22,4365,,96.44
24,Quebec,Québec,10-04-2020,11677,241,118217,,765,25,4852,,97.94
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10-04-2020,239,3,4520,,3,0,136,,98.74
13,New Brunswick,Nouveau-Brunswick,10-04-2020,112,0,7299,,1,0,350,,100
12,Nova Scotia,Nouvelle-Écosse,10-04-2020,407,2,13881,,34,0,836,,99.51
11,Prince Edward Island,Île-du-Prince-Édouard,10-04-2020,25,0,1435,,0,0,0,,100
60,Yukon,Yukon,10-04-2020,8,0,806,,0,0,0,,100
61,Northwest Territories,Territoires du Nord-Ouest,10-04-2020,5,0,1342,,0,0,77,,100
62,Nunavut,Nunavut,10-04-2020,0,0,261,,0,0,14,,
99,Repatriated travellers,Voyageurs rapatriés,10-04-2020,13,,76,,0,,0,,
1,Canada,Canada,10-04-2020,22133,569,391375,,1383,60,16073,,97.43
59,British Columbia,Colombie-Britannique,11-04-2020,1445,58,46236,905,35,3,0,26,33.36
48,Alberta,Alberta,11-04-2020,1569,40,72779,,69,1,2699,,97.45
47,Saskatchewan,Saskatchewan,11-04-2020,289,4,17716,,4,1,764,,98.62
46,Manitoba,Manitoba,11-04-2020,226,4,16220,,13,0,145,,98.35
35,Ontario,Ontario,11-04-2020,6648,253,97838,,411,31,3567,,96.19
24,Quebec,Québec,11-04-2020,12292,289,123115,,615,48,4898,,97.65
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11-04-2020,241,3,4713,,2,0,193,,98.76
13,New Brunswick,Nouveau-Brunswick,11-04-2020,112,0,7500,,0,0,201,,100
12,Nova Scotia,Nouvelle-Écosse,11-04-2020,428,2,14511,,21,0,630,,99.53
11,Prince Edward Island,Île-du-Prince-Édouard,11-04-2020,25,0,1577,,0,0,142,,100
60,Yukon,Yukon,11-04-2020,8,0,815,,0,0,9,,100
61,Northwest Territories,Territoires du Nord-Ouest,11-04-2020,5,0,1370,,0,0,28,,100
62,Nunavut,Nunavut,11-04-2020,0,0,261,,0,0,0,,
99,Repatriated travellers,Voyageurs rapatriés,11-04-2020,13,,76,,0,,0,,
1,Canada,Canada,11-04-2020,23301,653,404651,,1170,84,13276,,97.2
59,British Columbia,Colombie-Britannique,12-04-2020,1445,58,48360,905,0,0,2124,0,33.36
48,Alberta,Alberta,12-04-2020,1651,44,74709,,82,4,1930,,97.33
47,Saskatchewan,Saskatchewan,12-04-2020,296,4,18499,,9,0,783,,98.66
46,Manitoba,Manitoba,12-04-2020,226,4,17066,,-1,0,846,,98.35
35,Ontario,Ontario,12-04-2020,7049,274,104784,,401,21,6946,,96.11
24,Quebec,Québec,12-04-2020,12846,328,126771,,554,39,3656,,97.45
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-04-2020,242,3,4812,,1,0,99,,98.76
13,New Brunswick,Nouveau-Brunswick,12-04-2020,114,0,7760,,2,0,260,,100
12,Nova Scotia,Nouvelle-Écosse,12-04-2020,445,2,15329,,17,0,818,,99.55
11,Prince Edward Island,Île-du-Prince-Édouard,12-04-2020,25,0,1645,,0,0,68,,100
60,Yukon,Yukon,12-04-2020,8,0,815,,0,0,0,,100
61,Northwest Territories,Territoires du Nord-Ouest,12-04-2020,5,0,1386,,0,0,16,,100
62,Nunavut,Nunavut,12-04-2020,0,0,264,,0,0,3,,
99,Repatriated travellers,Voyageurs rapatriés,12-04-2020,13,,76,,0,,0,,
1,Canada,Canada,12-04-2020,24365,717,422200,,1065,64,17549,,97.06
59,British Columbia,Colombie-Britannique,13-04-2020,1490,69,49370,926,45,11,1010,21,33.22
48,Alberta,Alberta,13-04-2020,1732,46,77007,,81,2,2298,,97.34
47,Saskatchewan,Saskatchewan,13-04-2020,300,4,18995,,2,0,496,,98.67
46,Manitoba,Manitoba,13-04-2020,229,4,17119,,4,0,53,,98.37
35,Ontario,Ontario,13-04-2020,7470,291,109764,,421,17,4980,,96.1
24,Quebec,Québec,13-04-2020,13557,360,131570,,711,32,4799,,97.34
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13-04-2020,244,3,4897,,2,0,85,,98.77
13,New Brunswick,Nouveau-Brunswick,13-04-2020,116,0,8004,,2,0,244,,100
12,Nova Scotia,Nouvelle-Écosse,13-04-2020,474,3,16548,,29,1,1219,,99.37
11,Prince Edward Island,Île-du-Prince-Édouard,13-04-2020,25,0,1715,,0,0,70,,100
60,Yukon,Yukon,13-04-2020,8,0,832,,0,0,17,,100
61,Northwest Territories,Territoires du Nord-Ouest,13-04-2020,5,0,1390,,0,0,4,,100
62,Nunavut,Nunavut,13-04-2020,0,0,264,,0,0,0,,
99,Repatriated travellers,Voyageurs rapatriés,13-04-2020,13,,76,,0,,0,,
1,Canada,Canada,13-04-2020,25663,780,437475,,1297,63,15275,,96.96
59,British Columbia,Colombie-Britannique,14-04-2020,1517,72,50134,942,27,3,764,16,33.16
48,Alberta,Alberta,14-04-2020,1870,48,79695,,138,2,2688,,97.43
47,Saskatchewan,Saskatchewan,14-04-2020,301,4,19442,,1,0,447,,98.67
46,Manitoba,Manitoba,14-04-2020,229,4,17789,,0,0,670,,98.37
35,Ontario,Ontario,14-04-2020,7953,334,115189,,483,43,5425,,95.8
24,Quebec,Québec,14-04-2020,14248,435,137451,,691,75,5881,,96.95
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-04-2020,244,3,5370,,0,0,473,,98.77
13,New Brunswick,Nouveau-Brunswick,14-04-2020,116,0,8229,,0,0,225,,100
12,Nova Scotia,Nouvelle-Écosse,14-04-2020,517,3,17477,,43,0,929,,99.42
11,Prince Edward Island,Île-du-Prince-Édouard,14-04-2020,25,0,1715,,0,0,0,,100
60,Yukon,Yukon,14-04-2020,8,0,835,,0,0,3,,100
61,Northwest Territories,Territoires du Nord-Ouest,14-04-2020,5,0,1393,,0,0,3,,100
62,Nunavut,Nunavut,14-04-2020,0,0,264,,0,0,0,,
99,Repatriated travellers,Voyageurs rapatriés,14-04-2020,13,,76,,0,,0,,
1,Canada,Canada,14-04-2020,27046,903,454983,,1383,123,17508,,96.66
59,British Columbia,Colombie-Britannique,15-04-2020,1561,75,50438,955,44,3,304,13,34.02
48,Alberta,Alberta,15-04-2020,1996,48,79695,,126,0,0,,97.6
47,Saskatchewan,Saskatchewan,15-04-2020,304,4,20013,,3,0,571,,98.68
46,Manitoba,Manitoba,15-04-2020,231,5,17789,,0,1,0,,97.97
35,Ontario,Ontario,15-04-2020,8447,385,120182,,494,51,4993,,95.44
24,Quebec,Québec,15-04-2020,14860,487,143174,,612,52,5723,,96.72
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15-04-2020,247,3,5157,,3,0,-213,,98.79
13,New Brunswick,Nouveau-Brunswick,15-04-2020,117,0,8674,,1,0,445,,100
12,Nova Scotia,Nouvelle-Écosse,15-04-2020,549,3,18245,,32,0,768,,99.45
11,Prince Edward Island,Île-du-Prince-Édouard,15-04-2020,26,0,1863,,1,0,148,,100
60,Yukon,Yukon,15-04-2020,8,0,841,,0,0,6,,100
61,Northwest Territories,Territoires du Nord-Ouest,15-04-2020,5,0,1401,,0,0,8,,100
62,Nunavut,Nunavut,15-04-2020,0,0,264,,0,0,0,,
99,Repatriated travellers,Voyageurs rapatriés,15-04-2020,13,,76,,0,,0,,
1,Canada,Canada,15-04-2020,28364,1010,467736,,1318,107,12753,,96.44
59,British Columbia,Colombie-Britannique,16-04-2020,1561,75,51297,955,0,0,859,0,34.02
48,Alberta,Alberta,16-04-2020,2158,50,85502,,162,2,5807,,97.68
47,Saskatchewan,Saskatchewan,16-04-2020,305,4,20631,,1,0,618,,98.69
46,Manitoba,Manitoba,16-04-2020,239,5,18318,,4,0,529,,98
35,Ontario,Ontario,16-04-2020,8961,423,125309,,514,38,5127,,95.28
24,Quebec,Québec,16-04-2020,15857,630,148571,,997,143,5397,,96.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16-04-2020,252,3,5305,,5,0,148,,98.81
13,New Brunswick,Nouveau-Brunswick,16-04-2020,117,0,8945,,0,0,271,,100
12,Nova Scotia,Nouvelle-Écosse,16-04-2020,579,3,19239,,30,0,994,,99.48
11,Prince Edward Island,Île-du-Prince-Édouard,16-04-2020,26,0,1946,,0,0,83,,100
60,Yukon,Yukon,16-04-2020,8,0,849,,0,0,8,,100
61,Northwest Territories,Territoires du Nord-Ouest,16-04-2020,5,0,1438,,0,0,37,,100
62,Nunavut,Nunavut,16-04-2020,0,0,275,,0,0,11,,
99,Repatriated travellers,Voyageurs rapatriés,16-04-2020,13,,76,,0,,0,,
1,Canada,Canada,16-04-2020,30081,1193,487625,,1711,183,19889,,96.04
59,British Columbia,Colombie-Britannique,17-04-2020,1575,77,52378,955,14,2,1081,0,34.48
48,Alberta,Alberta,17-04-2020,2397,50,89144,,239,0,3642,,97.91
47,Saskatchewan,Saskatchewan,17-04-2020,306,4,21212,,2,0,581,,98.7
46,Manitoba,Manitoba,17-04-2020,239,5,18814,,0,0,496,,98
35,Ontario,Ontario,17-04-2020,9525,478,132133,,564,55,6824,,94.98
24,Quebec,Québec,17-04-2020,16798,688,153722,,941,58,5151,,95.9
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-04-2020,256,3,5584,,4,0,279,,98.83
13,New Brunswick,Nouveau-Brunswick,17-04-2020,117,0,9684,,0,0,739,,100
12,Nova Scotia,Nouvelle-Écosse,17-04-2020,606,4,20432,,27,1,1193,,99.34
11,Prince Edward Island,Île-du-Prince-Édouard,17-04-2020,26,0,2013,,0,0,67,,100
60,Yukon,Yukon,17-04-2020,9,0,852,,1,0,3,,100
61,Northwest Territories,Territoires du Nord-Ouest,17-04-2020,5,0,1447,,0,0,9,,100
62,Nunavut,Nunavut,17-04-2020,0,0,286,,0,0,11,,
99,Repatriated travellers,Voyageurs rapatriés,17-04-2020,13,,76,,0,,0,,
1,Canada,Canada,17-04-2020,31872,1309,507701,,1792,116,20076,,95.89
59,British Columbia,Colombie-Britannique,18-04-2020,1618,78,53569,966,43,1,1191,11,35.48
48,Alberta,Alberta,18-04-2020,2562,51,92962,1162,165,1,3818,1162,52.65
47,Saskatchewan,Saskatchewan,18-04-2020,310,4,21997,234,6,0,785,234,23.96
46,Manitoba,Manitoba,18-04-2020,243,5,19412,132,3,0,598,132,45.85
35,Ontario,Ontario,18-04-2020,10010,514,139448,4875,485,36,7315,4875,46.16
24,Quebec,Québec,18-04-2020,17521,805,158770,3315,723,117,5048,3315,76.49
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,18-04-2020,257,3,5870,189,1,0,286,189,25.29
13,New Brunswick,Nouveau-Brunswick,18-04-2020,118,0,9958,87,1,0,274,87,26.27
12,Nova Scotia,Nouvelle-Écosse,18-04-2020,649,7,21363,184,43,3,931,184,70.57
11,Prince Edward Island,Île-du-Prince-Édouard,18-04-2020,26,0,2086,23,0,0,73,23,11.54
60,Yukon,Yukon,18-04-2020,9,0,859,8,0,0,7,8,11.11
61,Northwest Territories,Territoires du Nord-Ouest,18-04-2020,5,0,1459,3,0,0,12,3,40
62,Nunavut,Nunavut,18-04-2020,0,0,304,0,0,0,18,0,
99,Repatriated travellers,Voyageurs rapatriés,18-04-2020,13,,76,,0,,0,,
1,Canada,Canada,18-04-2020,33341,1467,528057,11178,1470,158,20356,11178,62.09
59,British Columbia,Colombie-Britannique,19-04-2020,1618,78,54778,966,0,0,1209,0,35.48
48,Alberta,Alberta,19-04-2020,2562,51,97180,1162,0,0,4218,0,52.65
47,Saskatchewan,Saskatchewan,19-04-2020,314,4,22759,234,2,0,762,0,24.44
46,Manitoba,Manitoba,19-04-2020,245,5,19634,143,0,0,222,11,41.5
35,Ontario,Ontario,19-04-2020,10578,553,148106,5209,568,39,8658,334,45.53
24,Quebec,Québec,19-04-2020,18357,877,163548,3555,836,72,4778,240,75.86
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-04-2020,257,3,6128,191,0,0,258,2,24.51
13,New Brunswick,Nouveau-Brunswick,19-04-2020,118,0,10290,92,0,0,332,5,22.03
12,Nova Scotia,Nouvelle-Écosse,19-04-2020,675,9,22029,200,26,2,666,16,69.04
11,Prince Edward Island,Île-du-Prince-Édouard,19-04-2020,26,0,2239,23,0,0,153,0,11.54
60,Yukon,Yukon,19-04-2020,9,0,878,8,0,0,19,0,11.11
61,Northwest Territories,Territoires du Nord-Ouest,19-04-2020,5,0,1476,3,0,0,17,0,40
